Graduation Year,Role,Employer,Company's Industry,Role Category 1,Role Category 2,Role Category 3,Role Category 4,Career Webpage,Specify Other Industry,POST,Comments
2022,Wealth Associate,National Bank Financial,Wealth Management,Wealth Management,,,,,,POST,
2022,Investment Banking - FX Sales,UBS,Consulting,Finance - Investment Banking,,,,,Banking Services,POST,
2022,Junior Database and Research Analyst,BPI INC,,Data Science,,,,,,PRE,
2022,Survey and Data Analystics Team Leads,UBC  ,Academia,Data Science,,,,https://hr.ubc.ca/careers,,PRE,
2022,Data Analystics Team Leads,UBC  ,Academia,Data Science,,,,https://hr.ubc.ca/careers,,PRE,
2022,Nhua 339 Service and Trading Company Limited,Bookkeeper,,,,,,,,PRE,
2022,Inter-Excel Advisory Sdn Bhd,Business Analyst Intern,,,,,,,,PRE,
2022,Research Assistant,Peter A. Allard School of Law,Health/Policy/Research,,,,,,Economics,PRE,
2022,Sales Associate,Hudson's Bay Company,Other,,,,,,Retail,PRE,
2022,Customer Services Representative,CIBC,,,,,,,,PRE,
2022,Research Assistant,VSE UBC,Academia,,,,,,,PRE,
2022,Junior Trade Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Revenue Operations Analyst,FISPAN,,,,,,,,PRE,
2022,Strategic Financial Analyst,FISPAN,,,,,,,,POST,
2022,Corporate Development Analyst,AmeriVet Veterinary Partners,Other,,,,,,Veterinary Services,POST,
2022,Lifeguard,DC Department of Parks and Recreation,,,,,,,,PRE,
2022,Research Assistant - Asia-Pacific Policy,IFC - International Finance Corporation,,,,,,,,PRE,
2022,Research Assistant - Political Economy & International Development,VSE UBC,Academia,,,,,https://economics.ubc.ca/,,PRE,
2022,Intern- Bureau of Western Hemisphere Affairs,U.S. Department of State,,,,,,,,PRE,
2022,Intern - Finance Stratefy & Transformation,EY,,,,,,,,PRE,
2022,Front Desk Clerk and Intern,DoubleTree by Hilton,Other,,,,,,Hospitality,PRE,
2022,Volunteer Program Coordinator,VSE CC,Academia,,,,,,,PRE,
2022,Business Development and Events Management Assistant,VSE CC,Academia,,,,,,,PRE,
2022,FP&A Intern,Catalyst LLC,Consulting,,,,,,,PRE,
2022,Managing Editor - Exchange Culture,IONA Journal of Economics,Academia,,,,,,,PRE,
2022,Beta Tester,Scrintal,Other,,,,,,IT,PRE,
2022,Digital Marekting & Growth Strategist,Scrintal,Other,,,,,,IT,POST,
2022,League Staff (TAHL),UBC Recreation,,,,,,,,PRE,
2022,Head of League Staff and Statistics (TAHL),UBC Recreation,,,,,,,,PRE,
2022,Digital Marketing Coordinator,Jostle,,,,,,,,PRE,
2022,Business Analyst  ,Jostle,,,,,,,,PRE,
2022,Business Analyst and Growth Strategist,Jostle,,,,,,,,POST,
2022,Educator,Lululemon,,,,,,,,PRE,
2022,Omni and Retail Technology Intern,Lululemon,,,,,,,,PRE,
2022,Retail Commerce and Payments Specialist,Lululemon,,,,,,,,POST,
,,,,,,,,,,,
2021,Program Development Assistant,VSE CC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Senior Orientation Leader ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Orientation Leader ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Marketing and Events Work Learn ,VSE at UBC ,,,,,,https://economics.ubc.ca/,,PRE,
2021,Teaching Assistant ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Residence Mentor ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Research Assistant ,VSE at UBC ,,,,,,https://economics.ubc.ca/,,PRE,
2021,Graduate academic Assistant ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Residence Advisor ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Peer Tutor ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Research Assistant ,VSE at UBC ,,,,,,https://economics.ubc.ca/,,PRE,
2021,Teacher Assistant ,VSE at UBC ,,,,,,https://economics.ubc.ca/,,PRE,
2021,Research Intern ,VSE at UBC ,,,,,,https://economics.ubc.ca/,,PRE,
2021,Research Intern ,VSE at UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Imagine Day Orientation Ledaer,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Orientation Leader - JumpStart,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Student Consultant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Administrative Programmer,UBC Recreation,,,,,,,,PRE,
2021,UBC Calendar Rep,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Note-Taker for UBC Students with Disabilities,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Undergraduate Teaching Assistant,VSE at UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Undergraduate Research Assistant ,UBC Sauder School of Business ,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2021,Undergraduate Teaching Assistant ,UBC Sauder School of Business ,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2021,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Undergraduate Reseach Assistant ,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Product Marketing Intern,Canopy,,,,,,,,PRE,
2021,Brand Marketing Intern,Unilever,,,,,,,,PRE,
2021,Summer Analyst,Prosight Partners,,,,,,,,PRE,
2021,Assistant Vice President,Aon,,,,,,,,POST,
2021,Jump Start Orientation Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Research Intern,AFRIpads,,,,,,,,PRE,
2021,Investment Advisor Assistant,HollisWealth,,,,,,,,PRE,
2021,"Senior Consultant, Global Transfer Pricing and Economic Services",KPMG,,,,,,,,POST,
2021,Sales Team Lead,Building Common Good,,,,,,,,POST,
2021,Marketing Analyst ,Vermilion Energy ,,,,,,,,POST,
2021,Online Marketing Intern,Pangram Marketing and Solutions,,,,,,,,PRE,
2021,Credit Officer,Micro Housing Finance Corporation,,,,,,,,PRE,
2021,Executive Assistant,Kaymo Fastener Co.,,,,,,,,PRE,
2021,Line Cook,Earls Kitchen + Bar,,,,,,,,PRE,
2021,"Product, Marketing & Sales Coordinator",Kaymo Fastener Co.,,,,,,,,POST,
2021,Co-Founder,KISCO Coffee,,,,,,,,PRE,
2021,"Associate, Commercial Banking",Wells Fargo,,,,,,,,POST,
2021,Portfolio Manager,Wells Fargo,,,,,,,,POST,
2021,Associate Relationship Manager,Wells Fargo,,,,,,,,POST,
2021,Market Intelligence Analyst Intern,Glen Dimplex Americas,,,,,,,,POST,
2021,Project Coordinator Intern,Boeing,,,,,,,,PRE,
2021,Technical Systems Analyst Intern,RBC,,,,,,,,PRE,
2021,Senior Associate Consultant,PwC,,,,,,,,PRE,
2021,Bakery Utility Clerk,Calgary Co-op,,,,,,,,PRE,
2021,Undergraduate Student Researcher,RWTH Aachen University,,,,,,,,POST,Started during degree
2021,Undergraduate Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,POST,
2021,Articling Student,Halton Regional Police Service,,,,,,,,POST,
2021,Articling Student,Halton Region  ,,,,,,,,POST,
2021,Client Management Intern,ClearBank,,,,,,,,PRE,
2021,Marketing Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Marketing Associate,Clyx,,,,,,,,POST,
2021,Behavioural Insights Consultant,Reewild,,,,,,,,POST,
2021,Food Expeditor,Modis,,,,,,,,PRE,
2021,Crew Chief,Vertical Construction,,,,,,,,PRE,
2021,Barista,Aphrodite's Organic Cafe,,,,,,,,PRE,
2021,Investment Analyst,Kaimo Investments,,,,,,,,PRE,
2021,Co-Founder,Aplite Limited,,,,,,,,POST,
2021,Sales & Marketing manager,Hard Pack Magazine,,,,,,,,POST,
2021,EY Future of Mining Winner,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2021,Research Professional,The University of Chicago Booth School of Business,,,,,,,,POST,
2021,Accounting Associate,Bench Accounting,,,,,,,,PRE,
2021,Business Analyst,MDA,,,,,,,,PRE,
2021,Investment Analyst,Welbec Properties,,,,,,,,POST,
2021,Senior Investment Analyst,Welbec Properties,,,,,,,,POST,
2021,High School Coop Student with Legal Counsel,Canadian Nuclear Labratories,,,,,,,,PRE,
2021,Assistant Administrator,Crestwell Realty Inc,,,,,,,,PRE,
2021,Intern,Andrew Wilkinson Leadership Campaign,,,,,,,,PRE,
2021,Treasury Prakitkant,Raiffeisen-Landesbank Steiermark,,,,,,,,PRE,
2021,Property/Asset Management Intern,Westbank Corp,,,,,,,,PRE,
2021,Scrum Master Intern - Corporate Banking,Raiffeisen-Landesbank Steiermark,,,,,,,,PRE,
2021,Vice President,HOSA Canada,,,,,,,,PRE,
2021,Summer Associate,Darling Ventures,,,,,,,,PRE,
2021,Associate,Darling Ventures,,,,,,,,PRE,
2021,Research  ,Stanford University Graduate School of Business,,,,,,,,POST,Started during degree
2021,Building and tinkering,Parametric,,,,,,,,POST,Started during degree
2021,Co-Founder,Inference Health,,,,,,,,POST,
2021,Undergraduate Research Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Research and Quality Improvement Program Assistant,Alzheimer Society of B.C.,,,,,,,,PRE,
2021,Research Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,"Junior Analyst Co-op, Risk, Surveillance and Analytics",BC Financial Services Authority (BCFSA),,,,,,,,PRE,
2021,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,POST,Started during degree
2021,Summer Law Student,Gowling WLG,,,,,,,,POST,
2021,Articling Student,Gowling WLG,,,,,,,,POST,
2021,Research Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Data Analyst,Flip Electronics,,,,,,,,PRE,
2021,UBC Team Representative and Researcher,Bank of Canada - Sixth Annual Governor's Challenge,,,,,,,,PRE,
2021,Vice President of Finance & Invested Analyst,Kaimo Investments,,,,,,,,PRE,
2021,Lead Strategic Marketing Analyst,Wenco International Mining Systems,,,,,,,,PRE,
2021,Sustainability Analyst,Fidelity Canada,,,,,,,,POST,
2021,Business Development Representative,Fidelity Canada,,,,,,,,POST,
2021,Business Development Associate,Fidelity Canada,,,,,,,,POST,
2021,Business Development Representative,Economist Intelligence: EIU,,,,,,,,POST,
2021,Investment Banking Intern - Corporate Finance & Advisory,National Bank of Oman,,,,,,,,PRE,
2021,Investment Banking Intern - Asset Management,National Bank of Oman,,,,,,,,PRE,
2021,Finance Intern,RE Royalties Ltd.,,,,,,,,PRE,
2021,Junior Financial Analyst,RE Royalties Ltd.,,,,,,,,PRE,
2021,M&A Consultant - Deals,PwC Canada,,,,,,,,POST,
2021,Program and Operations Assistant,Disability Foundation,,,,,,,,PRE,
2021,Senior Analyst,Hiive,,,,,,,,POST,
2021,Data Analyst,Hiive,,,,,,,,POST,
2021,Intermediate Analytics Engineer,Hiive,,,,,,,,POST,
2021,Executive Marketing Assistant,RE/MAX,,,,,,,,PRE,
2021,Digital Marketing Intern,GUD,,,,,,,,PRE,
2021,Social Media Marketing Intern,Association of Family Offices in Asia,,,,,,,,PRE,
2021,Senior Project Analyst,Aritzia,,,,,,,,POST,
2021,Camp Counsellor,Camp Tanamakoon,,,,,,,,PRE,
2021,Camp Counselor,Evergreen Adventure Camp,,,,,,,,PRE,
2021,Summer intern,mcCallumSather,,,,,,,,PRE,
2021,Associate Software Engineer,Infosys,,,,,,,,POST,
2021,Fixed Income Intern,China Industrial Securities International Financial Group Limited,,,,,,,,POST,
2021,Fixed Income Analyst Intern,中金基金管理有限公司,,,,,,,,POST,
2021,Investment Analyst,"Shenzhen Capital Group Co., Ltd",,,,,,,,PRE,
2021,"Project Assistant, Data Group",BC Childrens Hospital Research Institute,,,,,,,,PRE,
2021,Undergraduate Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Data Engineer,Boston Consulting Group (BCG),,,,,,,,POST,
2021,"Studio Assistant, Startup Studio",Cornell Tech,,,,,,,,POST,
2021,"Graduate Student Researcher, Urban Tech Hub",Cornell Tech,,,,,,,,POST,
2021,"Grader, Applied Machine Learning",Cornell Tech,,,,,,,,POST,
2021,"Grader, Data Science In The Wild",Cornell Tech,,,,,,,,POST,
2021,AI Engineer,Boston Consulting Group (BCG),,,,,,,,POST,
2021,Client Advisor Summer Intern,RBC,,,,,,,,PRE,
2021,Airborne Division Translation Specialist,Republic of Korea Army,,,,,,,,PRE,
2021,Procurement Specialist,KCC Silicone Corportaion / Momentive ,,,,,,,,POST,
2021,Summer Articled Student,Dentons,,,,,,,,POST,
2021,Articling Student,Dentons,,,,,,,,POST,
2021,Risk Governance Summer Analyst,Danske Bank,,,,,,,,PRE,
2021,Portfolio Risk Management Summer Analyst,Danske Bank,,,,,,,,PRE,
2021,Project Portfolio Management Summer Analyst,Abacus Medicine A/S,,,,,,,,POST,
2021,Data & Analytics Business Analyst,Aon,,,,,,,,POST,
2021,Chief Technology Officer/Founder,Parasol Platforms,,,,,,,,POST,
2021,Data Scientist,Metrolinx,,,,,,,,POST,
2021,Ground Response Force Officer,Singapore Police Force,,,,,,,,PRE,
2021,Server,Earls Kitchen + Bar,,,,,,,,PRE,
2021,Floor Manager,Earls Kitchen + Bar,,,,,,,,PRE,
2021,Business Development Manager,Fidelity Canada,,,,,,,,POST,
2021,Senior Business Development Manager,Fidelity Canada,,,,,,,,POST,
2021,Junior Fiscal Policy Analyst,Government of Canada,,,,,,,,PRE,
2021,Consulting Analyst,Altman Solon,,,,,,,,POST,
2021,Consultant,Altman Solon,,,,,,,,POST,
2021,Business Development Assistant,VSE CC,,,,,,,,PRE,
2021,Events and Marketing Coordinator,VSE CC,,,,,,,,PRE,
2021,Student Policy Analyst,Associate Vice Presidient Administration,,,,,,,,PRE,
2021,Associate Vice President Administration,Canadian Intellectual Property Office,,,,,,,,PRE,
2021,Law Clerk,Cleary Gottlieb Steen & Hamilton LLP,,,,,,,,POST,
2021,"Assistant Director, Digital Communications",UBC Recreation,,,,,,,,PRE,
2021,Undergraduate Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Gender Analyst,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2021,Program Assistant,entrepreneurship@UBC,,,,,,,,PRE,
2021,Business Development Specialist (Intern),entrepreneurship@UBC,,,,,,,,PRE,
2021,Data Analytics Specialist (Intern),entrepreneurship@UBC,,,,,,,,PRE,
2021,Data Analytics & Operations Specialist,entrepreneurship@UBC,,,,,,,,PRE,
2021,Private Equity Intern,PenderFund Capital Management,,,,,,,,PRE,
2021,Junior Policy Analyst - Social Finance Fund,Employment and Social Development Canada (ESDC),,,,,,,,POST,
2021,Researcher (Policy Analyst) - Social Finance Fund,Employment and Social Development Canada (ESDC),,,,,,,,POST,
2021,Marketing Assistant,Adcote School for Girls,,,,,,,,PRE,
2021,Policy Intern,"Committee on Fuel and Energy Complex, Nuclear Policy and Nuclear Safety, Parliament of Ukraines",,,,,,,,PRE,
2021,"Database, Sales and Marketing Intern",M.F. Consultants,,,,,,,,PRE,
2021,Research Assistant,Vancouver School of Economics,,,,,,,,PRE,
2021,Alumni Event & Project Specialist,UBC Sauder Alumni Engagement Office,,,,,,,,PRE,
2021,Customer Experience Associate,TD,,,,,,,,PRE,
2021,Teaching Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Sales/Business Operations Analyst,FISPAN,,,,,,,,PRE,
2021,"Analyst, Commercial Banking",Scotiabank,,,,,,,,POST,
2021,"Senior Associate, Technology and Innovation Banking",Scotiabank,,,,,,,,POST,
2021,Head of M&A and Planning,Equipav,,,,,,,,POST,
2021,Co-Founder,Dunsmir Designs Inc,,,,,,,,PRE,
2021,Bilingual Customer Sales and Service Agent,Air Canada,,,,,,,,PRE,
2021,Production Assistant,Early Music Vancouver,,,,,,,,PRE,
2021,Administrative Assistant,Novella Wealth,,,,,,,,POST,Started during degree
2021,Associate Advisor,Novella Wealth,,,,,,,,POST,
2021,Waiter,Gastrosmiths,,,,,,,,PRE,
2021,Station Security Officer,Singapore Police Force,,,,,,,,PRE,
2021,Financial Advisory Intern,Deloitte Southeast Asia,,,,,,,,PRE,
2021,Data Analysis Intern,Flip Electronics,,,,,,,,PRE,
2021,Analyst ,Kaimo Investments,,,,,,,,PRE,
2021,Lead Portfolio Associate,Bench Accounting,,,,,,,,POST,
2021,"Busser, Kitchen Helper and Bartender",Pit Pub& Gallery 2.0,,,,,,,,PRE,
2021,Sergeant (E-5),"8th Army, U.S. Army",,,,,,,,PRE,
2021,Software Engineer Co-op,Tegus,,,,,,,,POST,
2021,Software Engineer,AlphaSense,,,,,,,,POST,
2021,Finance Manager,"Team Dispatch, F1 in Schools",,,,,,,,PRE,
2021,Prefect,School of Scientific Research,,,,,,,,PRE,
2021,Data Analysis Intern,Kasi Insight,,,,,,,,PRE,
2021,Analyst,Kaimo Investments,,,,,,,,PRE,
2021,Vice President of Administration,Kaimo Investments,,,,,,,,PRE,
2021,Research and Data Analytics Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Research Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,PRE,
2021,Research Assistant,VSE UBC,,,,,,https://economics.ubc.ca/,,POST,Started during degree
2021,Junior Revenue & Pricing Analyst,WestJet,,,,,,,,POST,
2021,Int. Revenue & Pricing Analyst,WestJet,,,,,,,,POST,
2021,Int. Pricing Analyst,WestJet,,,,,,,,POST,
2021,Tax Compliance Intern,Grant Thornton,,,,,,,,PRE,
2021,Finance & Leasing Intern,CMHC,,,,,,,,PRE,
2021,Tax Administrator,Scotiabank,,,,,,,,PRE,
2021,Finance Intern,CMHC,,,,,,,,PRE,
2021,Finance Intern,CMHC,,,,,,,,PRE,
2021,Co-Founder,Speedy Salad,,,,,,,,POST,Started during degree
2021,Consultant - Strategy & Transactions,EY - Parthenon,,,,,,,,POST,
2021,Senior Consultant,EY - Parthenon,,,,,,,,POST,
2021,Trading Analyst (Intern),Knowledge International Pte Ltd,,,,,,,,PRE,
2021,Social Media Manager,IndepOnline,,,,,,,,PRE,
2021,First Lieutenant,Singapore Armed Forces (SAF),,,,,,,,PRE,
2021,Business Development Intern,Whizpace Pte Ltd,,,,,,,,PRE,
2021,Summer Intern,Deloitte,,,,,,,,PRE,
2021,Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2021,Co-Founder & Invested Analyst,Kaimo Investments,,,,,,,,PRE,Started during degree
2021,Quantitative Economic Analyst,StreetWire,,,,,,,,PRE,Started during degree
2021,Rotaional Analyst,Powerex,,,,,,,,POST,
2021,Associate Trader,Powerex,,,,,,,,POST,
2021,Strategies & Operations Intern,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2021,Group Strategic Information Technology (GSIT) Intern,PT Bank Central Asia Tbk,,,,,,,,PRE,
2021,Business Development Executive,PT Havanna Teguh Sadana,,,,,,,,POST,
2021,Managing Director,Puni Cleaner,,,,,,,,POST,
2021,Intern of the Corporate Finance & Accounting Department,Industrial and Commercial Bank of China,,,,,,,,PRE,
2021,Intern of Initial Public Offering Group at Investment Bank Division,"Guotai Junan Securities Co., Ltd",,,,,,,,PRE,
2021,Client Advisor,RBC,,,,,,,,POST,
2021,Banking Advisor,RBC,,,,,,,,POST,
2021,Legal Intern,Rabah and Sharaiha Legal Consultants,,,,,,,,PRE,
2021,Legal Intern,Eversheds Sutherland,,,,,,,,PRE,
2021,Banking Intern,INVESTBANK - Jordan,,,,,,,,PRE,
2021,Internship Trainee,Central Bank of Jordan,,,,,,,,PRE,
2021,Investment and Acceleration Intern,Oasis500,,,,,,,,PRE,
2021,Private Equity Analyst Intern,Foursan Group,,,,,,,,PRE,
2021,"Strategic Operations Manager, Global & Enterprise Merchants",Uber,,,,,,,,POST,
2021,"Strategic Operations Manager, Capital Allocation",Uber,,,,,,,,POST,
2021,Data Analyst,Atlas Partners,,,,,,,,POST,
2021,FX Operations Intern,Vancity Community Investment Bank,,,,,,,,PRE,
2021,Financial Analyst,Oreninc,,,,,,,,PRE,
2021,Research Assistant,UBC School of Public Policy and Global Affairs,,,,,,,,PRE,
2021,Resource Mobilization Intern,World Food Programme,,,,,,,,POST,
2021,Resource Mobilization Associate (REM Strategy Delivery),International Committee of the Red Cross,,,,,,,,POST,
2021,Resource Mobilization Officer (Center of Expertise on Governments),International Committee of the Red Cross,,,,,,,,POST,
2021,Co-Founder and COO,InMoving Services Inc.,,,,,,,,PRE,
2021,Business Analyst,RBC,,,,,,,,PRE,
2021,Consultant  ,Mastercard Data & Services,,,,,,,,POST,
2021,Risk Analyst,Marsh McLennan,,,,,,,,POST,
2021,Junior Marketing and Data Analyst,Building Common Good,,,,,,,,POST,
2021,Sales Team Lead,Building Common Good,,,,,,,,POST,
2021,Fitness and Wellness Consultant ,TELUS Sante ,,,,,,,,POST,
2021,Founder ,SASHTHETICS FITNESS INC. ,,,,,,,,POST,
2021,Hilti Store Representative,Hilti Canada,,,,,,,,POST,
2021,Inside Salaes Account Manager ,Hilti Canada ,,,,,,,,POST,
2021,AHL Special Projects Intern ,Canucks Sports & Entertainement (CSE),,,,,,,,POST,
2021,"Risk Associate - Broker, Financial Services Group",Aon,,,,,,,,POST,
2021,"Risk Associate - Associate Account Executive, Construction Services Group & Surety",Aon,,,,,,,,POST,
2021,"Associate, Investment Consulting",Aon,,,,,,,,POST,
2021,Commercial Banking Analyst,Wells Fargo,,,,,,,,POST,
2021,Associate,PwC Canada,,,,,,,,POST,
2021,Summer ESG Reporting Researcher,City of Calgary,,,,,,,,POST,
2021,Summer Corporate Governance Student Researcher,City of Calgary,,,,,,,,POST,
2021,Refugee Hearing Preparation Supervisor,Matthew House Toronto,,,,,,,,POST,
2021,Undergraduate Research Assistant,UBC  ,,,,,,https://hr.ubc.ca/careers,,POST,
2021,User Experience Lead,Clyx,,,,,,,,POST,
2021,Market Research Consultant ,Silknode ,,,,,,,,POST,
2021,Growth Marketing Intern ,"Allocadia, an Uptempo company ",,,,,,,,POST,
2021,Market & UX Research Intern ,Jet Digital Inc. ,,,,,,,,POST,
2021,Merchandise Analyst ,Merchandise Analyst ,,,,,,,,POST,
2021,Co-founder ,Co-founder ,,,,,,,,POST,
2021,Sourcing Analyst,Provincial Health Services Authority,,,,,,,,POST,
2021,Soldier,Österreichisches Bundesheer (Austrian Armed Forces),,,,,,,,POST,
2021,Venture Partner,Shixiang Tech,,,,,,,,POST,
2021,Youth Summer Program Educator,University of Toronto Faculty of Law,,,,,,,,POST,
2021,Sustainablity Analyst,Wenco International Mining Systems,,,,,,,,POST,
2021,Senior Business Development Associate,Fidelity Canada,,,,,,,,POST,
2021,Business Services Coordinator,Colliers,,,,,,,,POST,
2021,Business Analyst ,Deloitte,,,,,,,,POST,
2021,Consultant,Deloitte,,,,,,,,POST,
2021,Investment Banking Intern,招商证券股份有限公司,,,,,,,,POST,
2021,"Summer Student, International Relations and Partnerships",BDC,,,,,,,,POST,
2021,Research Assistant Intern ,Global infrastructure investment bank ,,,,,,,,POST,
2021,Law Co-op Student,Camp Fiorante Matthews Mogerman LLP,,,,,,,,POST,
2021,Risk Associate - General Practice Broking,Aon,,,,,,,,POST,
2021,Mining Account Management,Aon,,,,,,,,POST,
2021,Risk Associate - Data and Analytics,Aon,,,,,,,,POST,
2021,Data Analytics Consultant with Metrolinx - Academic Capstone,Metrolinx,,,,,,,,POST,
2021,Business Development Representative,Fidelity Canada,,,,,,,,POST,
2021,Business Development Associate,Fidelity Canada,,,,,,,,POST,
2021,Senior Business Development Associate,Fidelity Canada,,,,,,,,POST,
2021,"Investment Analyst, Strategic Innovation Fund",Government of Canada,,,,,,,,POST,
2021,Research Analyst,Charter Cities Institute,,,,,,,,POST,
2021,Product Manager,Amazon,,,,,,,,POST,
2021,Summer Law Student,"Blake, Cassels & Graydon LLP",,,,,,,,POST,
2021,Lab2Launch Program Associate,entrepreneurship@UBC ,,,,,,,,POST,
2021,"Manager, Sales Enablement",Fispan,,,,,,,,POST,
2021,M&A Associate ,Exus Management Partners ,,,,,,,,POST,
2021,Structured Financial Analyst ,Braskem Idesa ,,,,,,,,POST,
2021,Contributing Author,Delhi Poetry Slam,,,,,,,,POST,
2021,Content Specialist,Tilfi,,,,,,,,POST,
2021,Digital Media Storyteller,UBC Emerging Media Lab,,,,,,,,POST,
2021,Membership Coordinator,Greater Vancouver Board of Trade,,,,,,,,POST,
2021,Accounting Associate,Bench Accounting,,,,,,,,POST,
2021,Software Development Intern,SAP,,,,,,,,POST,
2021,Teaching Assistant,McGill University,,,,,,,,POST,
2021,Business Analyst ,Safesidewalks Canada ,,,,,,,,POST,
2021,Consultant - Strategy & Transactions ,EY-Parthenon,,,,,,,,POST,
2021,Analyst ,Deloitte,,,,,,,,POST,
2021,Associate Consultant,EY-Parthenon,,,,,,,,POST,
2021,Customer Experience Specialist,Brex,,,,,,,,POST,
2021,Consultant on Membership Models Analysis Project,BC Food & Beverage,,,,,,,,POST,
2021,Due Diligence Officer,BNP Paribas,,,,,,,,POST,
2021,Enterprise Operations - Partnership Analyst ,Uber,,,,,,,,POST,
2021,Enterprise Operations Manager ,Uber,,,,,,,,POST,
2021,Analyst ,Renew Earth Capital ,,,,,,,,POST,
2021,Political Affairs Intern,United Nations,,,,,,,,POST,
2021,Research Analyst,Payments Canada,,,,,,,,POST,
,,,,,,,,,,,
,,,,,,,,,,,
2020,Research Analyst,Cumming Group,,,,,,,,POST,
2020,Strategic Development Trainee,Emco Corporation,,,,,,,,POST,
2020,Business Development Manager,Emco Corporation,,,,,,,,POST,
2020,Profit Center Manager,Emco Corporation,,,,,,,,POST,
2020,Duty Drawback Coordinator,Aritzia,,,,,,,,POST,
2020,Inbound Logistics Coordinator,Aritzia,,,,,,,,POST,
2020,"Specialist Global Logistics, Inbound",Aritzia,,,,,,,,POST,
2020,"Manager, Transformation and Initiatives",RBC ,,,,,,,,POST,
2020,Senior Project Manager ,RBC ,,,,,,,,POST,
2020,"Business Manager, Global Payment Solutions ",HSBC ,,,,,,,,POST,
2020,GLCM Sales Analyst ,HSBC ,,,,,,,,POST,
2020,"Analyst, Product Management ",HSBC ,,,,,,,,POST,
2020,"Analyst, Chief Control Office ",HSBC ,,,,,,,,POST,
2020,Clinical Operations Shift Lead,TELUS Health,,,,,,,,POST,
2020,Clinical Operations Associate,TELUS Health,,,,,,,,POST,
2020,Deskside Engagement Analyst,Provincial Health Services Authority,,,,,,,,POST,
2020,Senior Research Assistant,Service Canada,,,,,,,,POST,
2020,Socio-Economic Information Analyst,Service Canada,,,,,,,,POST,
2020,Socio-Economic Information Analyst,Service Canada,,,,,,,,POST,
2020,Program Officer,Service Canada,,,,,,,,POST,
2020,Program Officer,Service Canada,,,,,,,,POST,
2020,Business Risk Specialist,UBS,,,,,,,,POST,
2020,Analyst,Capgemini Invent,,,,,,,,POST,
2020,Senior Analyst,Capgemini Invent,,,,,,,,POST,
2020,Management Consultant,Capgemini Invent,,,,,,,,POST,
2020,Co-founder,Iona Growth Partners,,,,,,,,POST,
2020,Equity Research Associate,Canalyst,,,,,,,,POST,
2020,Equity Research Associate,Tegus,,,,,,,,POST,
2020,Equity Research Training Partner,Tegus,,,,,,,,POST,
2020,Solutions Architect,Tegus,,,,,,,,POST,
2020,Legal Intern - Civil,Alaska Public Defender Agency,,,,,,,,POST,
2020,Summer Law Clerk,California Department of Justice,,,,,,,,POST,
2020,Lead Associate,Bench Accounting,,,,,,,,POST,
2020,Accounting Associate,Bench Accounting,,,,,,,,POST,
2020,Sales Ambassador ,LUSH,,,,,,,,POST,
